0	0.137931	0.310345	0.551724	
0	0.137931	0.344828	0.517241	
0	0.137931	0.37931	0.482759	
0	0.137931	0.413793	0.448276	
0	0.137931	0.448276	0.413793	
0	0.137931	0.482759	0.37931	
0	0.137931	0.517241	0.344828	
0	0.137931	0.551724	0.310345	
0	0.137931	0.586207	0.275862	
0	0.137931	0.62069	0.241379	
0	0.137931	0.655172	0.206897	
0	0.137931	0.689655	0.172414	
0	0.137931	0.724138	0.137931	
0	0.137931	0.758621	0.103448	
0	0.137931	0.793103	0.0689655	
0	0.137931	0.827586	0.0344828	
0	0.137931	0.862069	0	
0	0.172414	0	0.827586	
0	0.172414	0.0344828	0.793103	
0	0.172414	0.0689655	0.758621	
0	0.172414	0.103448	0.724138	
0	0.172414	0.137931	0.689655	
0	0.172414	0.172414	0.655172	
0	0.172414	0.206897	0.62069	
0	0.172414	0.241379	0.586207	
0	0.172414	0.275862	0.551724	
0	0.172414	0.310345	0.517241	
0	0.172414	0.344828	0.482759	
0	0.172414	0.37931	0.448276	
0	0.172414	0.413793	0.413793	
0	0.172414	0.448276	0.37931	
0	0.172414	0.482759	0.344828	
0	0.172414	0.517241	0.310345	
0	0.172414	0.551724	0.275862	
0	0.172414	0.586207	0.241379	
0	0.172414	0.62069	0.206897	
0	0.172414	0.655172	0.172414	
0	0.172414	0.689655	0.137931	
0	0.172414	0.724138	0.103448	
0	0.172414	0.758621	0.0689655	
0	0.172414	0.793103	0.0344828	
0	0.172414	0.827586	0	
0	0.206897	0	0.793103	
0	0.206897	0.0344828	0.758621	
0	0.206897	0.0689655	0.724138	
0	0.206897	0.103448	0.689655	
0	0.206897	0.137931	0.655172	
0	0.206897	0.172414	0.62069	
0	0.206897	0.206897	0.586207	
0	0.206897	0.241379	0.551724	
0	0.206897	0.275862	0.517241	
0	0.206897	0.310345	0.482759	
0	0.206897	0.344828	0.448276	
0	0.206897	0.37931	0.413793	
0	0.206897	0.413793	0.37931	
0	0.206897	0.448276	0.344828	
0	0.206897	0.482759	0.310345	
0	0.206897	0.517241	0.275862	
0	0.206897	0.551724	0.241379	
0	0.206897	0.586207	0.206897	
0	0.206897	0.62069	0.172414	
0	0.206897	0.655172	0.137931	
0	0.206897	0.689655	0.103448	
0	0.206897	0.724138	0.0689655	
0	0.206897	0.758621	0.0344828	
0	0.206897	0.793103	0	
0	0.241379	0	0.758621	
0	0.241379	0.0344828	0.724138	
0	0.241379	0.0689655	0.689655	
0	0.241379	0.103448	0.655172	
0	0.241379	0.137931	0.62069	
0	0.241379	0.172414	0.586207	
0	0.241379	0.206897	0.551724	
0	0.241379	0.241379	0.517241	
0	0.241379	0.275862	0.482759	
0	0.241379	0.310345	0.448276	
0	0.241379	0.344828	0.413793	
0	0.241379	0.37931	0.37931	
0	0.241379	0.413793	0.344828	
0	0.241379	0.448276	0.310345	
0	0.241379	0.482759	0.275862	
0	0.241379	0.517241	0.241379	
0	0.241379	0.551724	0.206897	
0	0.241379	0.586207	0.172414	
0	0.241379	0.62069	0.137931	
0	0.241379	0.655172	0.103448	
0	0.241379	0.689655	0.0689655	
0	0.241379	0.724138	0.0344828	
0	0.241379	0.758621	0	
0	0.275862	0	0.724138	
0	0.275862	0.0344828	0.689655	
0	0.275862	0.0689655	0.655172	
0	0.275862	0.103448	0.62069	
0	0.275862	0.137931	0.586207	
0	0.275862	0.172414	0.551724	
0	0.275862	0.206897	0.517241	
0	0.275862	0.241379	0.482759	
0	0.275862	0.275862	0.448276	
0	0.275862	0.310345	0.413793	
0	0.275862	0.344828	0.37931	
0	0.275862	0.37931	0.344828	
0	0.275862	0.413793	0.310345	
0	0.275862	0.448276	0.275862	
0	0.275862	0.482759	0.241379	
0	0.275862	0.517241	0.206897	
0	0.275862	0.551724	0.172414	
0	0.275862	0.586207	0.137931	
0	0.275862	0.62069	0.103448	
0	0.275862	0.655172	0.0689655	
0	0.275862	0.689655	0.0344828	
0	0.275862	0.724138	0	
0	0.310345	0	0.689655	
0	0.310345	0.0344828	0.655172	
0	0.310345	0.0689655	0.62069	
0	0.310345	0.103448	0.586207	
0	0.310345	0.137931	0.551724	
0	0.310345	0.172414	0.517241	
0	0.310345	0.206897	0.482759	
0	0.310345	0.241379	0.448276	
0	0.310345	0.275862	0.413793	
0	0.310345	0.310345	0.37931	
0	0.310345	0.344828	0.344828	
0	0.310345	0.37931	0.310345	
0	0.310345	0.413793	0.275862	
0	0.310345	0.448276	0.241379	
0	0.310345	0.482759	0.206897	
0	0.310345	0.517241	0.172414	
0	0.310345	0.551724	0.137931	
0	0.310345	0.586207	0.103448	
0	0.310345	0.62069	0.0689655	
0	0.310345	0.655172	0.0344828	
0	0.310345	0.689655	0	
0	0.344828	0	0.655172	
0	0.344828	0.0344828	0.62069	
0	0.344828	0.0689655	0.586207	
0	0.344828	0.103448	0.551724	
0	0.344828	0.137931	0.517241	
0	0.344828	0.172414	0.482759	
0	0.344828	0.206897	0.448276	
0	0.344828	0.241379	0.413793	
0	0.344828	0.275862	0.37931	
0	0.344828	0.310345	0.344828	
0	0.344828	0.344828	0.310345	
0	0.344828	0.37931	0.275862	
0	0.344828	0.413793	0.241379	
0	0.344828	0.448276	0.206897	
0	0.344828	0.482759	0.172414	
0	0.344828	0.517241	0.137931	
0	0.344828	0.551724	0.103448	
0	0.344828	0.586207	0.0689655	
0	0.344828	0.62069	0.0344828	
0	0.344828	0.655172	0	
0	0.37931	0	0.62069	
0	0.37931	0.0344828	0.586207	
0	0.37931	0.0689655	0.551724	
0	0.37931	0.103448	0.517241	
0	0.37931	0.137931	0.482759	
0	0.37931	0.172414	0.448276	
0	0.37931	0.206897	0.413793	
0	0.37931	0.241379	0.37931	
0	0.37931	0.275862	0.344828	
0	0.37931	0.310345	0.310345	
0	0.37931	0.344828	0.275862	
0	0.37931	0.37931	0.241379	
0	0.37931	0.413793	0.206897	
0	0.37931	0.448276	0.172414	
0	0.37931	0.482759	0.137931	
0	0.37931	0.517241	0.103448	
0	0.37931	0.551724	0.0689655	
0	0.37931	0.586207	0.0344828	
0	0.37931	0.62069	0	
0	0.413793	0	0.586207	
0	0.413793	0.0344828	0.551724	
0	0.413793	0.0689655	0.517241	
0	0.413793	0.103448	0.482759	
0	0.413793	0.137931	0.448276	
0	0.413793	0.172414	0.413793	
0	0.413793	0.206897	0.37931	
0	0.413793	0.241379	0.344828	
0	0.413793	0.275862	0.310345	
0	0.413793	0.310345	0.275862	
0	0.413793	0.344828	0.241379	
0	0.413793	0.37931	0.206897	
0	0.413793	0.413793	0.172414	
0	0.413793	0.448276	0.137931	
0	0.413793	0.482759	0.103448	
0	0.413793	0.517241	0.0689655	
0	0.413793	0.551724	0.0344828	
0	0.413793	0.586207	0	
0	0.448276	0	0.551724	
0	0.448276	0.0344828	0.517241	
0	0.448276	0.0689655	0.482759	
0	0.448276	0.103448	0.448276	
0	0.448276	0.137931	0.413793	
0	0.448276	0.172414	0.37931	
0	0.448276	0.206897	0.344828	
0	0.448276	0.241379	0.310345	
0	0.448276	0.275862	0.275862	
0	0.448276	0.310345	0.241379	
0	0.448276	0.344828	0.206897	
0	0.448276	0.37931	0.172414	
0	0.448276	0.413793	0.137931	
0	0.448276	0.448276	0.103448	
0	0.448276	0.482759	0.0689655	
0	0.448276	0.517241	0.0344828	
0	0.448276	0.551724	0	
0	0.482759	0	0.517241	
0	0.482759	0.0344828	0.482759	
0	0.482759	0.0689655	0.448276	
0	0.482759	0.103448	0.413793	
0	0.482759	0.137931	0.37931	
0	0.482759	0.172414	0.344828	
0	0.482759	0.206897	0.310345	
0	0.482759	0.241379	0.275862	
0	0.482759	0.275862	0.241379	
0	0.482759	0.310345	0.206897	
0	0.482759	0.344828	0.172414	
0	0.482759	0.37931	0.137931	
0	0.482759	0.413793	0.103448	
0	0.482759	0.448276	0.0689655	
0	0.482759	0.482759	0.0344828	
0	0.482759	0.517241	0	
0	0.517241	0	0.482759	
0	0.517241	0.0344828	0.448276	
0	0.517241	0.0689655	0.413793	
0	0.517241	0.103448	0.37931	
0	0.517241	0.137931	0.344828	
0	0.517241	0.172414	0.310345	
0	0.517241	0.206897	0.275862	
0	0.517241	0.241379	0.241379	
0	0.517241	0.275862	0.206897	
0	0.517241	0.310345	0.172414	
0	0.517241	0.344828	0.137931	
0	0.517241	0.37931	0.103448	
0	0.517241	0.413793	0.0689655	
0	0.517241	0.448276	0.0344828	
0	0.517241	0.482759	0	
0	0.551724	0	0.448276	
0	0.551724	0.0344828	0.413793	
0	0.551724	0.0689655	0.37931	
0	0.551724	0.103448	0.344828	
0	0.551724	0.137931	0.310345	
0	0.551724	0.172414	0.275862	
0	0.551724	0.206897	0.241379	
0	0.551724	0.241379	0.206897	
0	0.551724	0.275862	0.172414	
0	0.551724	0.310345	0.137931	
0	0.551724	0.344828	0.103448	
0	0.551724	0.37931	0.0689655	
0	0.551724	0.413793	0.0344828	
0	0.551724	0.448276	0	
0	0.586207	0	0.413793	
0	0.586207	0.0344828	0.37931	
0	0.586207	0.0689655	0.344828	
0	0.586207	0.103448	0.310345	
0	0.586207	0.137931	0.275862	
0	0.586207	0.172414	0.241379	
0	0.586207	0.206897	0.206897	
0	0.586207	0.241379	0.172414	
0	0.586207	0.275862	0.137931	
0	0.586207	0.310345	0.103448	
0	0.586207	0.344828	0.0689655	
0	0.586207	0.37931	0.0344828	
0	0.586207	0.413793	0	
0	0.62069	0	0.37931	
0	0.62069	0.0344828	0.344828	
0	0.62069	0.0689655	0.310345	
0	0.62069	0.103448	0.275862	
0	0.62069	0.137931	0.241379	
0	0.62069	0.172414	0.206897	
0	0.62069	0.206897	0.172414	
0	0.62069	0.241379	0.137931	
0	0.62069	0.275862	0.103448	
0	0.62069	0.310345	0.0689655	
0	0.62069	0.344828	0.0344828	
0	0.62069	0.37931	0	
0	0.655172	0	0.344828	
0	0.655172	0.0344828	0.310345	
0	0.655172	0.0689655	0.275862	
0	0.655172	0.103448	0.241379	
0	0.655172	0.137931	0.206897	
0	0.655172	0.172414	0.172414	
0	0.655172	0.206897	0.137931	
0	0.655172	0.241379	0.103448	
0	0.655172	0.275862	0.0689655	
0	0.655172	0.310345	0.0344828	
0	0.655172	0.344828	0	
0	0.689655	0	0.310345	
0	0.689655	0.0344828	0.275862	
0	0.689655	0.0689655	0.241379	
0	0.689655	0.103448	0.206897	
0	0.689655	0.137931	0.172414	
0	0.689655	0.172414	0.137931	
0	0.689655	0.206897	0.103448	
0	0.689655	0.241379	0.0689655	
0	0.689655	0.275862	0.0344828	
0	0.689655	0.310345	0	
0	0.724138	0	0.275862	
0	0.724138	0.0344828	0.241379	
0	0.724138	0.0689655	0.206897	
0	0.724138	0.103448	0.172414	
0	0.724138	0.137931	0.137931	
0	0.724138	0.172414	0.103448	
0	0.724138	0.206897	0.0689655	
0	0.724138	0.241379	0.0344828	
0	0.724138	0.275862	0	
0	0.758621	0	0.241379	
0	0.758621	0.0344828	0.206897	
0	0.758621	0.0689655	0.172414	
0	0.758621	0.103448	0.137931	
0	0.758621	0.137931	0.103448	
0	0.758621	0.172414	0.0689655	
0	0.758621	0.206897	0.0344828	
0	0.758621	0.241379	0	
0	0.793103	0	0.206897	
0	0.793103	0.0344828	0.172414	
0	0.793103	0.0689655	0.137931	
0	0.793103	0.103448	0.103448	
0	0.793103	0.137931	0.0689655	
0	0.793103	0.172414	0.0344828	
0	0.793103	0.206897	0	
0	0.827586	0	0.172414	
0	0.827586	0.0344828	0.137931	
0	0.827586	0.0689655	0.103448	
0	0.827586	0.103448	0.0689655	
0	0.827586	0.137931	0.0344828	
0	0.827586	0.172414	0	
0	0.862069	0	0.137931	
0	0.862069	0.0344828	0.103448	
0	0.862069	0.0689655	0.0689655	
0	0.862069	0.103448	0.0344828	
0	0.862069	0.137931	0	
0	0.896552	0	0.103448	
0	0.896552	0.0344828	0.0689655	
0	0.896552	0.0689655	0.0344828	
0	0.896552	0.103448	0	
0	0.931034	0	0.0689655	
0	0.931034	0.0344828	0.0344828	
0	0.931034	0.0689655	0	
0	0.965517	0	0.0344828	
0	0.965517	0.0344828	0	
0	1	0	0	
0.0344828	0	0	0.965517	
0.0344828	0	0.0344828	0.931034	
0.0344828	0	0.0689655	0.896552	
0.0344828	0	0.103448	0.862069	
0.0344828	0	0.137931	0.827586	
0.0344828	0	0.172414	0.793103	
0.0344828	0	0.206897	0.758621	
0.0344828	0	0.241379	0.724138	
0.0344828	0	0.275862	0.689655	
0.0344828	0	0.310345	0.655172	
0.0344828	0	0.344828	0.62069	
0.0344828	0	0.37931	0.586207	
0.0344828	0	0.413793	0.551724	
0.0344828	0	0.448276	0.517241	
0.0344828	0	0.482759	0.482759	
0.0344828	0	0.517241	0.448276	
0.0344828	0	0.551724	0.413793	
0.0344828	0	0.586207	0.37931	
0.0344828	0	0.62069	0.344828	
0.0344828	0	0.655172	0.310345	
0.0344828	0	0.689655	0.275862	
0.0344828	0	0.724138	0.241379	
0.0344828	0	0.758621	0.206897	
0.0344828	0	0.793103	0.172414	
0.0344828	0	0.827586	0.137931	
0.0344828	0	0.862069	0.103448	
0.0344828	0	0.896552	0.0689655	
0.0344828	0	0.931034	0.0344828	
0.0344828	0	0.965517	0	
0.0344828	0.0344828	0	0.931034	
0.0344828	0.0344828	0.0344828	0.896552	
0.0344828	0.0344828	0.0689655	0.862069	
0.0344828	0.0344828	0.103448	0.827586	
0.0344828	0.0344828	0.137931	0.793103	
0.0344828	0.0344828	0.172414	0.758621	
0.0344828	0.0344828	0.206897	0.724138	
0.0344828	0.0344828	0.241379	0.689655	
0.0344828	0.0344828	0.275862	0.655172	
0.0344828	0.0344828	0.310345	0.62069	
0.0344828	0.0344828	0.344828	0.586207	
0.0344828	0.0344828	0.37931	0.551724	
0.0344828	0.0344828	0.413793	0.517241	
0.0344828	0.0344828	0.448276	0.482759	
0.0344828	0.0344828	0.482759	0.448276	
0.0344828	0.0344828	0.517241	0.413793	
0.0344828	0.0344828	0.551724	0.37931	
0.0344828	0.0344828	0.586207	0.344828	
0.0344828	0.0344828	0.62069	0.310345	
0.0344828	0.0344828	0.655172	0.275862	
0.0344828	0.0344828	0.689655	0.241379	
0.0344828	0.0344828	0.724138	0.206897	
0.0344828	0.0344828	0.758621	0.172414	
0.0344828	0.0344828	0.793103	0.137931	
0.0344828	0.0344828	0.827586	0.103448	
0.0344828	0.0344828	0.862069	0.0689655	
0.0344828	0.0344828	0.896552	0.0344828	
0.0344828	0.0344828	0.931034	0	
0.0344828	0.0689655	0	0.896552	
0.0344828	0.0689655	0.0344828	0.862069	
0.0344828	0.0689655	0.0689655	0.827586	
0.0344828	0.0689655	0.103448	0.793103	
0.0344828	0.0689655	0.137931	0.758621	
0.0344828	0.0689655	0.172414	0.724138	
0.0344828	0.0689655	0.206897	0.689655	
0.0344828	0.0689655	0.241379	0.655172	
0.0344828	0.0689655	0.275862	0.62069	
0.0344828	0.0689655	0.310345	0.586207	
0.0344828	0.0689655	0.344828	0.551724	
0.0344828	0.0689655	0.37931	0.517241	
0.0344828	0.0689655	0.413793	0.482759	
0.0344828	0.0689655	0.448276	0.448276	
0.0344828	0.0689655	0.482759	0.413793	
0.0344828	0.0689655	0.517241	0.37931	
0.0344828	0.0689655	0.551724	0.344828	
0.0344828	0.0689655	0.586207	0.310345	
0.0344828	0.0689655	0.62069	0.275862	
0.0344828	0.0689655	0.655172	0.241379	
0.0344828	0.0689655	0.689655	0.206897	
0.0344828	0.0689655	0.724138	0.172414	
0.0344828	0.0689655	0.758621	0.137931	
0.0344828	0.0689655	0.793103	0.103448	
0.0344828	0.0689655	0.827586	0.0689655	
0.0344828	0.0689655	0.862069	0.0344828	
0.0344828	0.0689655	0.896552	0	
0.0344828	0.103448	0	0.862069	
0.0344828	0.103448	0.0344828	0.827586	
0.0344828	0.103448	0.0689655	0.793103	
0.0344828	0.103448	0.103448	0.758621	
0.0344828	0.103448	0.137931	0.724138	
0.0344828	0.103448	0.172414	0.689655	
0.0344828	0.103448	0.206897	0.655172	
0.0344828	0.103448	0.241379	0.62069	
0.0344828	0.103448	0.275862	0.586207	
0.0344828	0.103448	0.310345	0.551724	
0.0344828	0.103448	0.344828	0.517241	
0.0344828	0.103448	0.37931	0.482759	
0.0344828	0.103448	0.413793	0.448276	
0.0344828	0.103448	0.448276	0.413793	
0.0344828	0.103448	0.482759	0.37931	
0.0344828	0.103448	0.517241	0.344828	
0.0344828	0.103448	0.551724	0.310345	
0.0344828	0.103448	0.586207	0.275862	
0.0344828	0.103448	0.62069	0.241379	
0.0344828	0.103448	0.655172	0.206897	
0.0344828	0.103448	0.689655	0.172414	
0.0344828	0.103448	0.724138	0.137931	
0.0344828	0.103448	0.758621	0.103448	
0.0344828	0.103448	0.793103	0.0689655	
0.0344828	0.103448	0.827586	0.0344828	
0.0344828	0.103448	0.862069	0	
0.0344828	0.137931	0	0.827586	
0.0344828	0.137931	0.0344828	0.793103	
0.0344828	0.137931	0.0689655	0.758621	
0.0344828	0.137931	0.103448	0.724138	
0.0344828	0.137931	0.137931	0.689655	
0.0344828	0.137931	0.172414	0.655172	
0.0344828	0.137931	0.206897	0.62069	
0.0344828	0.137931	0.241379	0.586207	
0.0344828	0.137931	0.275862	0.551724	
0.0344828	0.137931	0.310345	0.517241	
0.0344828	0.137931	0.344828	0.482759	
0.0344828	0.137931	0.37931	0.448276	
0.0344828	0.137931	0.413793	0.413793	
0.0344828	0.137931	0.448276	0.37931	
0.0344828	0.137931	0.482759	0.344828	
0.0344828	0.137931	0.517241	0.310345	
0.0344828	0.137931	0.551724	0.275862	
0.0344828	0.137931	0.586207	0.241379	
0.0344828	0.137931	0.62069	0.206897	
0.0344828	0.137931	0.655172	0.172414	
0.0344828	0.137931	0.689655	0.137931	
0.0344828	0.137931	0.724138	0.103448	
0.0344828	0.137931	0.758621	0.0689655	
0.0344828	0.137931	0.793103	0.0344828	
0.0344828	0.137931	0.827586	0	
0.0344828	0.172414	0	0.793103	
0.0344828	0.172414	0.0344828	0.758621	
0.0344828	0.172414	0.0689655	0.724138	
0.0344828	0.172414	0.103448	0.689655	
0.0344828	0.172414	0.137931	0.655172	
0.0344828	0.172414	0.172414	0.62069	
0.0344828	0.172414	0.206897	0.586207	
0.0344828	0.172414	0.241379	0.551724	
0.0344828	0.172414	0.275862	0.517241	
0.0344828	0.172414	0.310345	0.482759	
0.0344828	0.172414	0.344828	0.448276	
0.0344828	0.172414	0.37931	0.413793	
0.0344828	0.172414	0.413793	0.37931	
0.0344828	0.172414	0.448276	0.344828	
0.0344828	0.172414	0.482759	0.310345	
0.0344828	0.172414	0.517241	0.275862	
0.0344828	0.172414	0.551724	0.241379	
0.0344828	0.172414	0.586207	0.206897	
0.0344828	0.172414	0.62069	0.172414	
0.0344828	0.172414	0.655172	0.137931	
0.0344828	0.172414	0.689655	0.103448	
0.0344828	0.172414	0.724138	0.0689655	
0.0344828	0.172414	0.758621	0.0344828	
0.0344828	0.172414	0.793103	0	
0.0344828	0.206897	0	0.758621	
0.0344828	0.206897	0.0344828	0.724138	
0.0344828	0.206897	0.0689655	0.689655	
0.0344828	0.206897	0.103448	0.655172	
0.0344828	0.206897	0.137931	0.62069	
0.0344828	0.206897	0.172414	0.586207	
0.0344828	0.206897	0.206897	0.551724	
0.0344828	0.206897	0.241379	0.517241	
0.0344828	0.206897	0.275862	0.482759	
0.0344828	0.206897	0.310345	0.448276	
0.0344828	0.206897	0.344828	0.413793	
0.0344828	0.206897	0.37931	0.37931	
0.0344828	0.206897	0.413793	0.344828	
0.0344828	0.206897	0.448276	0.310345	
0.0344828	0.206897	0.482759	0.275862	
0.0344828	0.206897	0.517241	0.241379	
0.0344828	0.206897	0.551724	0.206897	
0.0344828	0.206897	0.586207	0.172414	
0.0344828	0.206897	0.62069	0.137931	
0.0344828	0.206897	0.655172	0.103448	
0.0344828	0.206897	0.689655	0.0689655	
0.0344828	0.206897	0.724138	0.0344828	
0.0344828	0.206897	0.758621	0	
0.0344828	0.241379	0	0.724138	
0.0344828	0.241379	0.0344828	0.689655	
0.0344828	0.241379	0.0689655	0.655172	
0.0344828	0.241379	0.103448	0.62069	
0.0344828	0.241379	0.137931	0.586207	
0.0344828	0.241379	0.172414	0.551724	
0.0344828	0.241379	0.206897	0.517241	
0.0344828	0.241379	0.241379	0.482759	
0.0344828	0.241379	0.275862	0.448276	
0.0344828	0.241379	0.310345	0.413793	
0.0344828	0.241379	0.344828	0.37931	
0.0344828	0.241379	0.37931	0.344828	
0.0344828	0.241379	0.413793	0.310345	
0.0344828	0.241379	0.448276	0.275862	
0.0344828	0.241379	0.482759	0.241379	
0.0344828	0.241379	0.517241	0.206897	
0.0344828	0.241379	0.551724	0.172414	
0.0344828	0.241379	0.586207	0.137931	
0.0344828	0.241379	0.62069	0.103448	
0.0344828	0.241379	0.655172	0.0689655	
0.0344828	0.241379	0.689655	0.0344828	
0.0344828	0.241379	0.724138	0	
0.0344828	0.275862	0	0.689655	
0.0344828	0.275862	0.0344828	0.655172	
0.0344828	0.275862	0.0689655	0.62069	
0.0344828	0.275862	0.103448	0.586207	
0.0344828	0.275862	0.137931	0.551724	
0.0344828	0.275862	0.172414	0.517241	
0.0344828	0.275862	0.206897	0.482759	
0.0344828	0.275862	0.241379	0.448276	
0.0344828	0.275862	0.275862	0.413793	
0.0344828	0.275862	0.310345	0.37931	
0.0344828	0.275862	0.344828	0.344828	
0.0344828	0.275862	0.37931	0.310345	
0.0344828	0.275862	0.413793	0.275862	
0.0344828	0.275862	0.448276	0.241379	
0.0344828	0.275862	0.482759	0.206897	
0.0344828	0.275862	0.517241	0.172414	
0.0344828	0.275862	0.551724	0.137931	
0.0344828	0.275862	0.586207	0.103448	
0.0344828	0.275862	0.62069	0.0689655	
0.0344828	0.275862	0.655172	0.0344828	
0.0344828	0.275862	0.689655	0	
0.0344828	0.310345	0	0.655172	
0.0344828	0.310345	0.0344828	0.62069	
0.0344828	0.310345	0.0689655	0.586207	
0.0344828	0.310345	0.103448	0.551724	
0.0344828	0.310345	0.137931	0.517241	
0.0344828	0.310345	0.172414	0.482759	
0.0344828	0.310345	0.206897	0.448276	
0.0344828	0.310345	0.241379	0.413793	
0.0344828	0.310345	0.275862	0.37931	
0.0344828	0.310345	0.310345	0.344828	
0.0344828	0.310345	0.344828	0.310345	
0.0344828	0.310345	0.37931	0.275862	
0.0344828	0.310345	0.413793	0.241379	
0.0344828	0.310345	0.448276	0.206897	
0.0344828	0.310345	0.482759	0.172414	
0.0344828	0.310345	0.517241	0.137931	
0.0344828	0.310345	0.551724	0.103448	
0.0344828	0.310345	0.586207	0.0689655	
0.0344828	0.310345	0.62069	0.0344828	
0.0344828	0.310345	0.655172	0	
0.0344828	0.344828	0	0.62069	
0.0344828	0.344828	0.0344828	0.586207	
0.0344828	0.344828	0.0689655	0.551724	
0.0344828	0.344828	0.103448	0.517241	
0.0344828	0.344828	0.137931	0.482759	
0.0344828	0.344828	0.172414	0.448276	
0.0344828	0.344828	0.206897	0.413793	
0.0344828	0.344828	0.241379	0.37931	
0.0344828	0.344828	0.275862	0.344828	
0.0344828	0.344828	0.310345	0.310345	
0.0344828	0.344828	0.344828	0.275862	
0.0344828	0.344828	0.37931	0.241379	
0.0344828	0.344828	0.413793	0.206897	
0.0344828	0.344828	0.448276	0.172414	
0.0344828	0.344828	0.482759	0.137931	
0.0344828	0.344828	0.517241	0.103448	
0.0344828	0.344828	0.551724	0.0689655	
0.0344828	0.344828	0.586207	0.0344828	
